cluster	gene
cortical neurons 2	PGM2L1
cortical neurons 2	OLFM1
cortical neurons 2	YWHAH
cortical neurons 2	KCNG1
cortical neurons 2	CALM1
cortical neurons 2	SEZ6
cortical neurons 2	CTNND2
cortical neurons 2	SLA
cortical neurons 2	TMEM35
cortical neurons 2	CDKN2D
cortical neurons 2	TTC9B
cortical neurons 2	NSG1
cortical neurons 2	RBFOX2
cortical neurons 2	CXADR
cortical neurons 2	STMN4
cortical neurons 2	PODXL2
cortical neurons 2	CALY
cortical neurons 2	MAP1LC3A
cortical neurons 2	NOL4
cortical neurons 2	BASP1
cortical neurons 2	SLC17A7
cortical neurons 2	RALYL
cortical neurons 2	PPP3CA
cortical neurons 2	ARPP21
cortical neurons 2	LINGO1
cortical neurons 2	CAMK2N1
cortical neurons 2	PIK3R1
cortical neurons 2	XPR1
cortical neurons 2	NCAM1
cortical neurons 2	KIDINS220
cortical neurons 2	KAZN
cortical neurons 2	GRIN2B
cortical neurons 2	MGLL
cortical neurons 2	APLP1
cortical neurons 2	FAM3C
cortical neurons 2	NBEA
cortical neurons 2	PCSK1N
cortical neurons 2	SSTR2
cortical neurons 2	KIF5C
cortical neurons 2	SSBP2
cortical neurons 2	SCD5
cortical neurons 2	MAP2
cortical neurons 2	BCL11B
cortical neurons 2	DRAXIN
cortical neurons 2	EPB41L3
cortical neurons 2	NRN1
cortical neurons 2	DOK6
cortical neurons 2	DPF1
cortical neurons 2	AC004158.3
cortical neurons 2	SULT4A1
cortical neurons 2	SPTAN1
cortical neurons 2	NRXN1
cortical neurons 2	SARAF
cortical neurons 2	ZBTB18
cortical neurons 2	SERINC1
cortical neurons 2	CNIH2
cortical neurons 2	PRDM8
cortical neurons 2	SCG3
cortical neurons 2	LMO7
cortical neurons 2	GUCY1A3
cortical neurons 2	CELF2
cortical neurons 2	BEX1
cortical neurons 2	SHTN1
cortical neurons 2	DCLK1
cortical neurons 2	PPP2R2B
cortical neurons 2	PAK3
cortical neurons 2	GNAO1
cortical neurons 2	YWHAB
cortical neurons 2	NPR3
cortical neurons 2	ARID4A
cortical neurons 2	UCHL1
cortical neurons 2	GNAI1
cortical neurons 2	KLC1
cortical neurons 2	GRIA1
cortical neurons 2	NTM
cortical neurons 2	CSAD
cortical neurons 2	DACH2
cortical neurons 2	ATAT1
cortical neurons 2	CDK5R1
cortical neurons 2	SCN3B
cortical neurons 2	SYP
cortical neurons 2	TMEM108
cortical neurons 2	PRKAR2B
cortical neurons 2	ATP1A3
cortical neurons 2	TMEM132A
cortical neurons 2	RTN4
cortical neurons 2	C11orf96
cortical neurons 2	R3HDM1
cortical neurons 2	STXBP1
cortical neurons 2	SPOCK1
cortical neurons 2	GABBR2
cortical neurons 2	NRXN2
cortical neurons 2	KIFAP3
cortical neurons 2	SERPINI1
cortical neurons 2	REEP1
cortical neurons 2	IGSF21
cortical neurons 2	CLCN4
cortical neurons 2	PHACTR3
cortical neurons 2	TANC2
cortical neurons 2	BACH2
cortical neurons 2	SEPT3
cortical neurons 2	CHGA
cortical neurons 2	DMTN
cortical neurons 2	CTTNBP2
cortical neurons 2	GRIA3
cortical neurons 2	NECAP1
cortical neurons 2	SLC8A1
cortical neurons 2	CADM3
cortical neurons 2	MYT1L
cortical neurons 2	CACNG8
cortical neurons 2	NEO1
cortical neurons 2	PRKCB
cortical neurons 2	GAREM1
cortical neurons 2	DLG2
cortical neurons 2	HPCA
cortical neurons 2	LIN7A
cortical neurons 2	SCN2A
cortical neurons 2	FGF12
cortical neurons 2	ANKS1B
cortical neurons 2	EEF1A2
cortical neurons 2	DAB1
cortical neurons 2	FLRT2
cortical neurons 2	PRKACB
cortical neurons 2	NKAIN2
cortical neurons 2	B3GAT1
cortical neurons 2	CNTN1
cortical neurons 2	NRCAM
cortical neurons 2	SYT5
cortical neurons 2	PLPPR2
cortical neurons 2	SNCB
cortical neurons 2	CELF3
cortical neurons 2	GABRG2
cortical neurons 2	GABRB2
cortical neurons 2	RCAN1
cortical neurons 2	CDKL2
cortical neurons 2	PDGFC
cortical neurons 2	PAK7
cortical neurons 2	FAM181B
cortical neurons 2	LINC01122
cortical neurons 2	B3GALT2
cortical neurons 2	OPCML
cortical neurons 2	NSMF
cortical neurons 2	KCNK12
cortical neurons 2	GFOD1
cortical neurons 2	NOV
cortical neurons 2	TMOD2
cortical neurons 2	CAMK4
cortical neurons 2	ATP8A2
cortical neurons 2	ADGRB3
cortical neurons 2	DISP2
cortical neurons 2	PPFIA2
cortical neurons 2	RP11-356J5.12
cortical neurons 2	PLPPR1
cortical neurons 2	MPPED1
cortical neurons 2	CNR1
cortical neurons 2	SIAH3
cortical neurons 2	L1CAM
cortical neurons 2	RGS7
cortical neurons 2	GABRA2
cortical neurons 2	CHGB
cortical neurons 2	RPS6KL1
cortical neurons 2	C1orf216
cortical neurons 2	FRRS1L
cortical neurons 2	NFASC
cortical neurons 2	SYNGR3
cortical neurons 2	SLIT1
cortical neurons 2	NDRG1
cortical neurons 2	GRM3
cortical neurons 2	SLC26A4-AS1
cortical neurons 2	SLCO3A1
cortical neurons 2	LRRTM4
cortical neurons 2	BAIAP2-AS1
cortical neurons 2	MARCH4
cortical neurons 2	SYT13
cortical neurons 2	TMEM163
cortical neurons 2	PLPPR5
cortical neurons 2	CES4A
cortical neurons 2	BRINP1
cortical neurons 2	GPR85
cortical neurons 2	RFPL1S
cortical neurons 2	CDH13
cortical neurons 2	ADRA2A
cortical neurons 2	STX1A
cortical neurons 2	CACNA1E
cortical neurons 2	PRKCE
cortical neurons 2	NRSN1
cortical neurons 2	GPR12
cortical neurons 2	CHST1
cortical neurons 2	SNAP91
cortical neurons 2	LINC00643
cortical neurons 2	SLC24A2
cortical neurons 2	FRMD3
cortical neurons 2	KCNJ6
cortical neurons 2	GAS7
cortical neurons 2	DPP10
cortical neurons 2	PHYHIP
cortical neurons 2	KIFC3
cortical neurons 2	ADAMTS3
cortical neurons 2	INHBA-AS1
cortical neurons 2	JAKMIP1
cortical neurons 2	ZFPM2
cortical neurons 2	GOLGA7B
cortical neurons 2	TUBB4A
cortical neurons 2	PALMD
cortical neurons 2	SSBP3
cortical neurons 2	MAPK8IP2
cortical neurons 2	DYNC1I1
cortical neurons 2	KIF3A
cortical neurons 2	CHD5
cortical neurons 2	ASAH1
cortical neurons 2	PLK2
cortical neurons 2	CDC42
cortical neurons 2	CSRNP3
cortical neurons 2	ADCY1
cortical neurons 2	AMER2
cortical neurons 2	C2orf80
cortical neurons 2	CELF5
cortical neurons 2	SOX4
cortical neurons 2	EPHA5
cortical neurons 2	ANK2
cortical neurons 2	ANK3
cortical neurons 2	MACROD2
cortical neurons 2	IDS
cortical neurons 2	NDP
cortical neurons 2	FOXG1
cortical neurons 2	SV2A
cortical neurons 2	ADRBK2
cortical neurons 2	DKK3
cortical neurons 2	NFIX
cortical neurons 2	SYNDIG1
cortical neurons 2	SFXN3
cortical neurons 2	C3orf14
cortical neurons 2	ATP6V1G2
cortical neurons 2	JPH4
cortical neurons 2	DCX
cortical neurons 2	CADM1
cortical neurons 2	LDB2
cortical neurons 2	TERF2IP
cortical neurons 2	SMARCA2
cortical neurons 2	XKR4
cortical neurons 2	SH3BP5
cortical neurons 2	RAP2A
cortical neurons 2	SRPK2
cortical neurons 2	NAV3
cortical neurons 2	PLPPR3
cortical neurons 2	TENM3
cortical neurons 2	EFNB2
cortical neurons 2	GUCY1B3
cortical neurons 2	NAP1L5
cortical neurons 2	MAPRE3
cortical neurons 2	SYN1
cortical neurons 2	FAM134B
cortical neurons 2	GNG2
cortical neurons 2	ELAVL3
cortical neurons 2	LRRC7
cortical neurons 2	FXYD7
cortical neurons 2	NPDC1
cortical neurons 2	PLXDC2
cortical neurons 2	NYAP1
cortical neurons 2	AKR1C2
cortical neurons 2	GPR27
cortical neurons 2	CTXN1
cortical neurons 2	CLASP2
cortical neurons 2	DYNLL1
cortical neurons 2	TUBA1A
cortical neurons 2	RBFOX1
cortical neurons 2	ANKRD44
cortical neurons 2	EML1
cortical neurons 2	FAM171B
cortical neurons 2	PAFAH1B3
cortical neurons 2	NCAM2
cortical neurons 2	DAAM1
cortical neurons 2	TCEAL1
cortical neurons 2	RAB2A
cortical neurons 2	CPLX2
cortical neurons 2	CCSAP
cortical neurons 2	PSD
cortical neurons 2	GPRIN1
cortical neurons 2	DMD
cortical neurons 2	HN1
cortical neurons 2	RUFY3
cortical neurons 2	CLTB
cortical neurons 2	SYBU
cortical neurons 2	RNF187
cortical neurons 2	PINK1
cortical neurons 2	ZEB2
cortical neurons 2	TMSB10
cortical neurons 2	CAP2
cortical neurons 2	SOBP
cortical neurons 2	ITFG1
cortical neurons 2	NDUFA5
cortical neurons 2	WDR47
cortical neurons 2	STOML1
cortical neurons 2	WRB
cortical neurons 2	SRGAP1
cortical neurons 2	GLRB
cortical neurons 2	MSRA
cortical neurons 2	CADM4
cortical neurons 2	RHOB
cortical neurons 2	CSNK1E
cortical neurons 2	MAL2
cortical neurons 2	PPP2R5B
cortical neurons 2	CHD3
cortical neurons 2	ARL8A
cortical neurons 2	ATP6V0B
cortical neurons 2	CCDC184
cortical neurons 2	KIAA2022
cortical neurons 2	PPP3CB
cortical neurons 2	FAM110B
cortical neurons 2	GPR162
cortical neurons 2	PPM1L
cortical neurons 2	MLLT3
cortical neurons 2	BACE2
cortical neurons 2	ATP9A
cortical neurons 2	SPINT2
cortical neurons 2	MOAP1
cortical neurons 2	CCDC112
cortical neurons 2	TSPAN13
cortical neurons 2	FAT3
cortical neurons 2	KIF21B
cortical neurons 2	INA
cortical neurons 2	ACTR10
cortical neurons 2	BEX4
cortical neurons 2	AFF3
cortical neurons 2	ZNRF1
cortical neurons 2	RGS17
cortical neurons 2	LRRC24
cortical neurons 2	MAGEH1
cortical neurons 2	ATRX
cortical neurons 2	PHACTR1
cortical neurons 2	ST3GAL5
cortical neurons 2	CALM3
cortical neurons 2	PEBP1
cortical neurons 2	CORO1A
cortical neurons 2	ELAVL4
cortical neurons 2	ATP6AP2
cortical neurons 2	SLITRK4
cortical neurons 2	KIF3C
cortical neurons 2	AMN1
cortical neurons 2	FMNL2
cortical neurons 2	RUNDC3A
cortical neurons 2	TCEAL2
cortical neurons 2	GSTA4
cortical neurons 2	ACTL6B
cortical neurons 2	TTC3
cortical neurons 2	NMNAT2
cortical neurons 2	KIF5A
cortical neurons 2	GRB2
cortical neurons 2	FNBP1L
cortical neurons 2	ABHD6
cortical neurons 2	ANKRD46
cortical neurons 2	GSTM3
cortical neurons 2	ATP6V1B2
cortical neurons 2	TIMP2
cortical neurons 2	CLMP
cortical neurons 2	RAB9B
cortical neurons 2	PJA2
cortical neurons 2	NCAN
cortical neurons 2	FAM89B
cortical neurons 2	MAP6
cortical neurons 2	SPTBN1
cortical neurons 2	TCEAL4
cortical neurons 2	ANKRD12
cortical neurons 2	DTNBP1
cortical neurons 2	CAMK1D
cortical neurons 2	TM2D3
cortical neurons 2	PNMA1
cortical neurons 2	MLLT11
cortical neurons 2	DNAJB6
cortical neurons 2	CEP19
cortical neurons 2	FAM57B
cortical neurons 2	AKAP9
cortical neurons 2	SNX10
cortical neurons 2	TMEM14A
cortical neurons 2	H1FX
cortical neurons 2	ENO2
cortical neurons 2	AAK1
cortical neurons 2	OLFM2
cortical neurons 2	FBXL2
cortical neurons 2	DPYSL2
cortical neurons 2	TSPAN7
cortical neurons 2	PARP6
cortical neurons 2	PTPRD
cortical neurons 2	ROGDI
cortical neurons 2	PCDH19
cortical neurons 2	HIP1R
cortical neurons 2	VSNL1
cortical neurons 2	STMN1
cortical neurons 2	ZC3H6
cortical neurons 2	TNIK
cortical neurons 2	MYO5A
cortical neurons 2	CPEB4
cortical neurons 2	DLGAP1
cortical neurons 2	ARFGEF3
cortical neurons 2	AUTS2
cortical neurons 2	RIC3
cortical neurons 2	MT-ND3
cortical neurons 2	NUDT3
cortical neurons 2	SLC25A4
cortical neurons 2	FEZ1
cortical neurons 2	CRIP2
cortical neurons 2	AKR1C1
cortical neurons 2	MED13L
cortical neurons 2	JUN
cortical neurons 2	CAMKK2
cortical neurons 2	RPRM
cortical neurons 2	MAP9
cortical neurons 2	NAV1
cortical neurons 2	EIF4A2
cortical neurons 2	NDRG4
cortical neurons 2	C6orf1
cortical neurons 2	ZBTB38
cortical neurons 2	CYFIP2
cortical neurons 2	RP11-490M8.1
cortical neurons 2	LRRN3
cortical neurons 2	TAOK3
cortical neurons 2	TMEM106B
cortical neurons 2	NCOA7
cortical neurons 2	SRGAP2
cortical neurons 2	LRRC3B
cortical neurons 2	CDH6
cortical neurons 2	OPTN
cortical neurons 2	PRDM2
cortical neurons 2	ASPHD1
cortical neurons 2	GNAZ
cortical neurons 2	YWHAG
cortical neurons 2	LIN7B
cortical neurons 2	SRGAP3
cortical neurons 2	MTURN
cortical neurons 2	APP
cortical neurons 2	BLCAP
cortical neurons 2	FAT4
cortical neurons 2	KIF1A
cortical neurons 2	ETV1
cortical neurons 2	AP2B1
cortical neurons 2	ZNF91
cortical neurons 2	BCAP29
cortical neurons 2	MLLT4
cortical neurons 2	WSB2
cortical neurons 2	RP11-395G23.3
cortical neurons 2	APBB1
cortical neurons 2	TMEM161B-AS1
cortical neurons 2	AGAP1
cortical neurons 2	RTN3
cortical neurons 2	KIF3B
cortical neurons 2	PRKCZ
cortical neurons 2	CMIP
cortical neurons 2	ATP6V0E2
cortical neurons 2	PKIA
cortical neurons 2	SEC62
cortical neurons 2	GABBR1
cortical neurons 2	IGSF3
cortical neurons 2	PRNP
cortical neurons 2	C16orf45
cortical neurons 2	CTNNA2
cortical neurons 2	GNPTAB
cortical neurons 2	WASF1
cortical neurons 2	GNAL
cortical neurons 2	LINC00461
cortical neurons 2	BCL7A
cortical neurons 2	PSD3
cortical neurons 2	TSPO
cortical neurons 2	SBK1
cortical neurons 2	PRR7
cortical neurons 2	NAP1L3
cortical neurons 2	FGF13
cortical neurons 2	SMAP2
cortical neurons 2	GDI1
cortical neurons 2	STX12
cortical neurons 2	CEP170
cortical neurons 2	PRMT2
cortical neurons 2	RUFY2
cortical neurons 2	PBX1
cortical neurons 2	LINC00632
cortical neurons 2	MAP1A
cortical neurons 2	KIAA0895L
cortical neurons 2	OCIAD1
cortical neurons 2	GABARAPL1
cortical neurons 2	C4orf48
cortical neurons 2	ANKRD36C
cortical neurons 2	NOVA2
cortical neurons 2	PCMT1
cortical neurons 2	ABRACL
cortical neurons 2	PNPLA3
cortical neurons 2	ARHGEF9
cortical neurons 2	COX7A2
cortical neurons 2	SLC1A2
cortical neurons 2	CEP85L
cortical neurons 2	AASDHPPT
cortical neurons 2	RAB33A
cortical neurons 2	PCDHA12
cortical neurons 2	RFK
cortical neurons 2	SHOC2
cortical neurons 2	NCKAP5
cortical neurons 2	ATP6V1F
cortical neurons 2	TUSC3
cortical neurons 2	SUN2
cortical neurons 2	CDK5
cortical neurons 2	KIF1B
cortical neurons 2	TUBB2B
cortical neurons 2	DEAF1
cortical neurons 2	ZC3H13
cortical neurons 2	MARCH6
cortical neurons 2	INAFM1
cortical neurons 2	ZNF428
cortical neurons 2	ATCAY
cortical neurons 2	SCAPER
cortical neurons 2	NTRK3
cortical neurons 2	USP11
cortical neurons 2	ARHGEF12
cortical neurons 2	FAM107B
cortical neurons 2	IRF2BPL
cortical neurons 2	RBFOX3
cortical neurons 2	GALNT11
cortical neurons 2	NUCB2
cortical neurons 2	DSTN
cortical neurons 2	PLD3
cortical neurons 2	ATP6V1A
cortical neurons 2	PNMAL1
cortical neurons 2	GNB1
cortical neurons 2	QDPR
cortical neurons 2	LINC00657
cortical neurons 2	SSBP4
cortical neurons 2	MARCKSL1
cortical neurons 2	UBC
cortical neurons 2	KCNMB4
cortical neurons 2	THY1
cortical neurons 2	B4GAT1
cortical neurons 2	MALAT1
cortical neurons 2	CLSTN1
cortical neurons 2	AKT3
cortical neurons 2	ATP6AP1
cortical neurons 2	TAGLN3
cortical neurons 2	LSAMP
cortical neurons 2	MYCBP2
cortical neurons 2	MEAF6
cortical neurons 2	WAC-AS1
cortical neurons 2	GAS6
cortical neurons 2	CLIP1
cortical neurons 2	RP1-39G22.7
cortical neurons 2	NUMB
cortical neurons 2	ATP6V1E1
cortical neurons 2	PEG10
cortical neurons 2	SHISA2
cortical neurons 2	WHSC1L1
cortical neurons 2	KLHL5
cortical neurons 2	FSD1L
cortical neurons 2	SLC22A17
cortical neurons 2	BDP1
cortical neurons 2	APBA2
cortical neurons 2	FAM131A
cortical neurons 2	ELOVL4
cortical neurons 2	DYNLRB1
cortical neurons 2	GABARAPL2
cortical neurons 2	TTLL7
cortical neurons 2	ANKRD36
cortical neurons 2	AK1
cortical neurons 2	ATP13A2
cortical neurons 2	HCFC1R1
cortical neurons 2	ERC1
cortical neurons 2	GABPB1-AS1
cortical neurons 2	LINC00685
cortical neurons 2	NREP
cortical neurons 2	TBCB
cortical neurons 2	MPC2
cortical neurons 2	GABRB3
cortical neurons 2	PCSK7
cortical neurons 2	FAM134A
cortical neurons 2	CD200
cortical neurons 2	ZNF148
cortical neurons 2	ENC1
cortical neurons 2	BMPR2
cortical neurons 2	SQLE
cortical neurons 2	SRGAP2C
cortical neurons 2	ATL1
cortical neurons 2	HMGCS1
cortical neurons 2	SPOP
cortical neurons 2	C5orf24
cortical neurons 2	CCSER2
cortical neurons 2	GFOD2
cortical neurons 2	GRINA
cortical neurons 2	CAMK2G
cortical neurons 2	ATXN10
cortical neurons 2	SCAMP1
cortical neurons 2	EPM2AIP1
cortical neurons 2	FAM126B
cortical neurons 2	SEC11C
cortical neurons 2	SEMA3A
cortical neurons 2	HAGH
cortical neurons 2	SERP2
cortical neurons 2	ATP6V1H
cortical neurons 2	GGH
cortical neurons 2	ARL6IP5
cortical neurons 2	MAPRE2
cortical neurons 2	CCDC107
cortical neurons 2	PNPLA8
cortical neurons 2	C2orf69
cortical neurons 2	RRAGA
cortical neurons 2	EVL
cortical neurons 2	PCDH9
cortical neurons 2	SRD5A1
cortical neurons 2	RASL11B
cortical neurons 2	ENHO
cortical neurons 2	MT-ND1
cortical neurons 2	TP53I11
cortical neurons 2	HSD11B1L
cortical neurons 2	TANK
cortical neurons 2	ARPC2
cortical neurons 2	FKBP1B
cortical neurons 2	TSC22D1
cortical neurons 2	MSMO1
cortical neurons 2	GNAQ
cortical neurons 2	DCTN3
cortical neurons 2	DYRK2
cortical neurons 2	HERC1
cortical neurons 2	MAN1A2
cortical neurons 2	JAKMIP2
cortical neurons 2	GSK3A
cortical neurons 2	CD47
cortical neurons 2	ATP6V0A1
cortical neurons 2	DYNC1I2
cortical neurons 2	PITHD1
cortical neurons 2	SLK
cortical neurons 2	APC
cortical neurons 2	SRGAP2B
cortical neurons 2	TXNIP
cortical neurons 2	ENOPH1
cortical neurons 2	AP2A2
cortical neurons 2	GTF2H5
cortical neurons 2	RPAIN
cortical neurons 2	DPYSL5
cortical neurons 2	TNRC6C
cortical neurons 2	LRRC1
cortical neurons 2	OSBPL8
cortical neurons 2	ULK3
cortical neurons 2	LCORL
cortical neurons 2	ZNF883
cortical neurons 2	SERINC3
cortical neurons 2	SYT11
cortical neurons 2	TRAPPC4
cortical neurons 2	ABHD14A
cortical neurons 2	B3GNT2
cortical neurons 2	ACVR2A
cortical neurons 2	SESTD1
cortical neurons 2	SLC1A6
cortical neurons 2	MGST3
cortical neurons 2	LDOC1
cortical neurons 2	AP1S1
cortical neurons 2	SVBP
cortical neurons 2	RAB6A
cortical neurons 2	RP3-525N10.2
cortical neurons 2	ADD2
cortical neurons 2	SMIM8
cortical neurons 2	TBC1D14
cortical neurons 2	HSDL1
cortical neurons 2	MYL12B
cortical neurons 2	HERC2
cortical neurons 2	ACSL4
cortical neurons 2	ARF3
cortical neurons 2	KLF7
cortical neurons 2	WBP2
cortical neurons 2	ATP1B1
cortical neurons 2	MT-ND5
cortical neurons 2	NNT-AS1
cortical neurons 2	ABI2
cortical neurons 2	ATAD1
cortical neurons 2	MIAT
cortical neurons 2	PFKM
cortical neurons 2	ING2
cortical neurons 2	BRWD1
cortical neurons 2	EFNA3
cortical neurons 2	MCTS1
cortical neurons 2	BRD3
cortical neurons 2	PHF20
cortical neurons 2	RHBDD2
cortical neurons 2	R3HDM2
cortical neurons 2	PTPRA
cortical neurons 2	MAP7D1
cortical neurons 2	ZNF821
cortical neurons 2	FARSB
cortical neurons 2	LYRM7
cortical neurons 2	ROBO2
cortical neurons 2	YPEL3
cortical neurons 2	MIEN1
cortical neurons 2	NLRP1
cortical neurons 2	C16orf87
cortical neurons 2	TIPRL
cortical neurons 2	ACTR3B
cortical neurons 2	SPPL3
cortical neurons 2	ACBD6
cortical neurons 2	SCAI
cortical neurons 2	PTDSS1
cortical neurons 2	PKN1
cortical neurons 2	SORBS2
cortical neurons 2	POLR3GL
cortical neurons 2	EBLN3
cortical neurons 2	CAMLG
cortical neurons 2	RP11-382A20.3
cortical neurons 2	MPC1
cortical neurons 2	MDH1
cortical neurons 2	ADGRL1
cortical neurons 2	NETO2
cortical neurons 2	MTMR4
cortical neurons 2	C12orf76
cortical neurons 2	TCAF1
cortical neurons 2	HDAC5
cortical neurons 2	MVD
cortical neurons 2	VRK1
cortical neurons 2	PPP2R1A
cortical neurons 2	TMEM59
cortical neurons 2	AP1M1
cortical neurons 2	TSPAN14
cortical neurons 2	KLF6
cortical neurons 2	CCDC90B
cortical neurons 2	DYNC1H1
cortical neurons 2	DDX24
cortical neurons 2	MT-ND4L
cortical neurons 2	EMC10
cortical neurons 2	ARG2
cortical neurons 2	C14orf37
cortical neurons 2	PPA1
cortical neurons 2	VPS28
cortical neurons 2	BZW2
cortical neurons 2	CCZ1
cortical neurons 2	RTF1
cortical neurons 2	KIAA2026
cortical neurons 2	SATB1
cortical neurons 2	CLASP1
cortical neurons 2	IDH3G
cortical neurons 2	RAB14
cortical neurons 2	TCEAL5
cortical neurons 2	YWHAZ
